Wavalength (Ang)	Flux (x10^-17 erg/cm^2/s/Ang)
4567.0725670	0.3676788
4568.1254821	-1.7851181
4569.1765930	-1.2884377
4570.2302297	1.5526467
4571.2813406	0.1802202
4572.3356991	0.5689449
4573.3875316	1.3023476
4574.4397250	0.2303454
4575.4944443	-1.2021090
4576.5469985	-1.0803866
4577.6024395	-0.4965037
4578.6553546	0.5960444
4579.7111563	1.1146222
4580.7647931	0.1211719
4581.8187906	-0.5120445
4582.8753141	0.1431588
4583.9293117	0.9711102
4584.9865567	1.1742503
4586.0412760	-0.0401972
4587.0988819	-1.1350460
4588.1539620	-0.8947367
4589.2119288	-1.4729376
4590.2677305	0.9238183
4591.3238931	2.0769689
4592.3825816	-1.9165456
4593.4391050	-1.4251140
4594.4981543	0.6069531
4595.5553994	1.9027105
4596.6148095	0.9102212
4597.6724154	0.5018410
4598.7300213	0.7926272
4599.7905139	0.7163702
4600.8488415	0.0526704
4601.9096950	0.2041457
4602.9683834	0.4689129
4604.0295977	0.4116689
4605.0890078	1.8342302
4606.1484179	-0.2550264
4607.2103538	-0.2463996
4608.2704856	1.2219203
4609.3331432	-0.8456091
4610.3932750	-0.1290632
4611.4566543	-0.2019312
4612.5175077	0.0597368
4613.5783611	-0.6435583
4614.6424621	-0.5038016
4615.7040372	-0.6069077
4616.7684990	-0.7029440
4617.8304349	0.8733881
4618.8952575	0.2059328
4619.9579152	-0.0380624
4621.0205728	-0.1323164
4622.0861171	-1.2333774
4623.1494963	-0.6877015
4624.2157623	-0.6373241
4625.2795024	1.1158781
4626.3461292	0.3867190
4627.4102301	1.7487713
4628.4746919	-0.4077523
4629.5420404	1.9333588
4630.6072238	1.1076862
4631.6749331	0.2820993
4632.7404774	0.6208208
4633.8089084	-0.4190441
4634.8748135	-0.6968415
4635.9410795	1.0282461
4637.0102321	0.3091333
4638.0768589	0.6115774
4639.1463724	0.1027082
4640.2137208	-1.0211952
4641.2835951	-0.4460481
4642.3513044	0.3372594
4643.4193746	0.0681240
4644.4899705	-0.1138164
4645.5584015	1.1278419
4646.6297191	0.1889285
4647.6988718	3.4747277
4648.7705502	-2.1876637
4649.8400637	0.0497410
4650.9095772	0.9815756
4651.9819773	-0.9003924
4653.0522125	-0.3787422
4654.1253343	1.4084720
4655.1959302	1.0193002
4656.2694129	-4.4998213
4657.3407305	8.6127011
4658.4120482	0.8040176
4659.4862525	-3.1589227
4660.5582918	2.8763770
4661.6328570	2.6943803
4662.7052571	2.0581017
4663.7805439	0.1543292
4664.8533049	1.0430304
4665.9264267	0.2916686
4667.0024352	0.4659665
4668.0759178	1.9007953
4669.1526480	0.6550437
4670.2268523	1.5623792
4671.3035825	1.7796577
4672.3781476	1.1861879
4673.4555995	0.1274678
4674.5308863	0.5824053
4675.6061731	0.9833527
4676.6843466	0.3474090
4677.7603551	1.1348861
4678.8388894	1.1590141
4679.9152587	2.5734503
4680.9945147	1.9590787
4682.0712449	0.7597602
4683.1483359	1.5006829
4684.2283136	1.5264442
4685.3057654	1.1913206
4686.3864647	1.4546676
4687.4642774	0.8266728
4688.5453376	0.8144380
4689.6238719	2.0834842
4690.7027671	3.1074870
4691.7845489	2.0779624
4692.8638049	4.2840042
4693.9459476	2.5717079
4695.0259252	2.3624342
4696.1084287	2.9632148
4697.1887673	0.7318351
4698.2694666	1.6607913
4699.3526918	2.3622139
4700.4337519	-0.4551676
4701.5176988	0.3884929
4702.5994806	-2.1424373
4703.6837883	3.7162091
4704.7659310	3.2665003
4705.8480737	-3.2239761
4706.9334638	1.0677154
4708.0163282	0.1786856
4709.1017184	1.0964558
4710.1853044	0.3310997
4711.2714162	1.8481744
4712.3550023	-1.0887740
4713.4393099	-0.9646147
4714.5261435	-0.0382921
4715.6108120	0.7583521
4716.6980063	-0.0266396
4717.7830357	4.3999718
4718.8709517	-0.6351603
4719.9567027	2.2819484
4721.0424538	1.3825672
4722.1310915	2.0487839
4723.2175642	1.2803566
4724.3065627	3.3941171
4725.3933962	2.3955484
4726.4831164	1.3986185
4727.5703108	1.7033556
4728.6578660	1.6620244
4729.7483078	2.1304946
4730.8365847	1.0141172
4731.9273874	-0.1778621
4733.0160251	1.8714090
4734.1075495	1.7970240
4735.1965480	0.8181760
4736.2859074	1.8817972
4737.3777926	3.0415209
4738.4678736	1.5684296
4739.5604805	1.4147381
4740.6509224	1.7999408
4741.7438901	0.1982977
4742.8346928	2.7420266
4743.9258563	1.9688220
4745.0199065	1.4838509
4746.1114309	0.8026545
4747.2058419	0.3800226
4748.2980880	2.1662444
4749.3928599	3.2423345
4750.4854667	2.7533584
4751.5784345	2.2854673
4752.6739280	2.2634473
4753.7672565	1.2229584
4754.8634718	1.4244275
4755.9575220	4.3759987
4757.0540980	4.2075955
4758.1485091	2.4042834
4759.2458068	3.6971619
4760.3405787	2.6384787
4761.4357114	3.9800345
4762.5337308	4.4882809
4763.6292244	3.3930757
4764.7276046	2.4435946
4765.8238198	2.9271717
4766.9229217	2.6555157
4768.0194978	3.6706710
4769.1164347	4.0579000
4770.2162582	3.8519642
4771.3135559	5.1755561
4772.4137403	5.5804453
4773.5117597	5.5296837
4774.6123050	6.2559054
4775.7106852	3.9199907
4776.8094263	5.2961710
4777.9110540	5.6561071
4779.0101559	3.4896172
4780.1121445	5.2108987
4781.2119680	5.8084419
4782.3143175	5.4598206
4783.4145019	6.5505123
4784.5150471	5.2086513
4785.6181182	6.1603684
4786.7190242	5.5165419
4787.8228170	4.4563160
4788.9244447	6.5649788
4790.0285983	6.2339370
4791.1305869	6.7478769
4792.2329363	6.6915120
4793.3378115	8.3362507
4794.4405218	7.1375693
4795.5461187	8.9883494
4796.6495506	6.9320784
4797.7555084	7.7823718
4798.8593011	8.6727653
4799.9630938	8.5283643
4801.0701341	7.3998078
4802.1746485	7.2053962
4803.2820496	8.4321219
4804.3869249	10.8020220
4805.4946868	7.8452355
4806.6002837	8.7453520
4807.7058806	11.8851333
4808.8147250	8.2939712
4809.9210436	9.7102994
4811.0302489	8.7950145
4812.1369283	10.4753598
4813.2464944	8.3061721
4814.3538955	11.3414648
4815.4612966	8.9613176
4816.5719452	11.3484365
4817.6797071	9.1262176
4818.7907166	9.6368184
4819.8992002	11.8339910
4821.0109313	9.4820517
4822.1197757	10.2453558
4823.2293418	12.4554655
4824.3414337	8.8552949
4825.4513607	11.7223696
4826.5638134	10.6807517
4827.6744620	9.8317154
4828.7876365	11.2674609
4829.8982851	12.6592237
4831.0096554	12.0547175
4832.1235515	8.9468584
4833.2352826	9.9269734
4834.3499004	10.4637836
4835.4619923	9.0235053
4836.5769709	10.3859379
4837.6894237	10.4981475
4838.8025981	11.5316435
4839.9182984	12.2182804
4841.0318337	11.7271173
4842.1478948	9.8291869
4843.2617909	14.6111749
4844.3789345	10.7552433
4845.4931915	12.1935110
4846.6106959	11.1127353
4847.7256746	11.7597097
4848.8406532	10.9018733
4849.9588793	11.5673437
4851.0745796	9.0083897
4852.1931665	12.7039933
4853.3095885	11.5111533
4854.4285363	13.2183541
4855.5453191	14.0937174
4856.6624627	11.9630515
4857.7824930	12.5160075
4858.8999975	11.7238434
4860.0203886	10.6483723
4861.1382539	13.4663908
4862.2593667	13.1172317
4863.3779536	11.4781238
4864.4969014	12.9273660
4865.6183751	13.7277097
4866.7376837	12.9974381
4867.8602398	14.0732558
4868.9799093	15.8737387
4870.1028263	14.8870934
4871.2232174	13.4071518
4872.3436086	11.8391739
4873.4672472	12.3597840
4874.5883600	11.2020057
4875.7123595	13.2512855
4876.8341939	11.2079485
4877.9585543	10.1454180
4879.0807496	8.1584600
4880.2033057	9.9974303
4881.3287485	10.9089104
4882.4516655	10.1756712
4883.5774691	10.4291830
4884.7007470	9.8345430
4885.8272723	8.9551172
4886.9512718	9.9221579
4888.0756321	10.0619186
4889.2028791	10.8280599
4890.3276002	9.0932156
4891.4552080	8.5727070
4892.5802900	7.5115607
4893.7086195	8.8437314
4894.8344231	9.5797399
4895.9605876	8.6915710
4897.0896388	9.2138427
4898.2161641	8.5054276
4899.3455761	6.6282852
4900.4728231	7.6077479
4901.6025959	9.4424880
4902.7302038	9.4256951
4903.8581724	7.8815033
4904.9890277	6.2268855
4906.1173572	7.0597592
4907.2485734	6.0488875
4908.3776246	5.7850968
4909.5095624	7.1618926
4910.6389744	5.3827237
4911.7687472	5.3938635
4912.9014067	5.9728863
4914.0315404	6.1165802
4915.1645607	6.5627204
4916.2954161	5.2432074
4917.4291581	5.1799190
4918.5603743	6.7009236
4919.6919513	5.7021530
4920.8264149	5.2779973
4921.9583528	6.4885246
4923.0931773	5.5004078
4924.2258368	5.8854774
4925.3613830	6.1428069
4926.4944033	6.3530496
4927.6277845	5.2647078
4928.7640523	5.0351904
4929.8977943	5.7500415
4931.0347839	4.7056914
4932.1692475	5.5700317
4933.3065979	6.4105901
4934.4414224	5.6803993
4935.5791336	6.0679518
4936.7146798	5.9415107
4937.8502260	5.0060127
4938.9890197	5.0273939
4940.1252875	5.5126181
4941.2644420	5.7622829
4942.4010707	4.9295168
4943.5409469	6.0533161
4944.6779364	6.7995222
4945.8156476	5.8323296
4946.9562455	6.2681682
4948.0939567	6.6500350
4949.2352762	8.0337174
4950.3737091	7.5605352
4951.5153894	7.2362080
4952.6541831	8.7288014
4953.7936985	8.0939651
4954.9361005	9.0422467
4956.0759767	8.9483067
4957.2187396	10.3597970
4958.3593375	13.3083440
4959.5024612	12.5217828
4960.6434199	14.0137298
4961.7847394	12.6779434
4962.9289456	14.1438681
4964.0706260	14.4984728
4965.2151930	14.9724649
4966.3575951	14.3788729
4967.5028838	13.6351613
4968.6456467	13.6725141
4969.7884095	10.6034842
4970.9344199	8.2626158
4972.0782653	7.3529979
4973.2246365	5.8701035
4974.3688427	6.5387127
4975.5159356	6.1950334
4976.6605027	4.6459901
4977.8054305	5.0847968
4978.9532451	5.4973816
4980.0985338	4.1869615
4981.2470700	3.0833492
4982.3930804	3.4339981
4983.5419775	3.9023819
4984.6883487	5.4564283
4985.8350807	4.4643043
4986.9846995	4.0985209
4988.1321532	5.3414248
4989.2821327	5.0655582
4990.4299473	5.0186923
4991.5806485	4.9341336
4992.7291848	5.2002213
4993.8777210	5.5831403
4995.0291439	6.8929353
4996.1784018	8.2177369
4997.3305463	8.2845947
4998.4801651	8.7729281
4999.6326705	9.8757406
5000.7830109	9.1032654
5001.9333513	12.9788957
5003.0869392	14.8470110
5004.2376404	18.2648376
5005.3915891	18.6355943
5006.5430121	25.6844021
5007.6976825	28.1188988
5008.8498270	30.6644755
5010.0019716	30.3368140
5011.1573637	28.3771345
5012.3102299	29.4708534
5013.4659828	34.0912239
5014.6192099	36.2378793
5015.7756845	34.2239900
5016.9296332	28.7832928
5018.0835820	20.9709395
5019.2407782	11.6721528
5020.3954486	4.7201831
5021.5530057	3.9202103
5022.7083978	4.0747864
5023.8666766	2.4210432
5025.0224295	1.9907473
5026.1810691	3.1688264
5027.3371828	3.5367962
5028.4940182	1.5544051
5029.6533795	0.9223818
5030.8105757	1.9006442
5031.9706587	1.4609863
5033.1282158	1.4800530
5034.2886595	1.1946727
5035.4469383	2.1624487
5036.6052170	1.6561666
5037.7667433	1.8538371
5038.9257437	2.7159901
5040.0876308	1.0846085
5041.2469921	2.3307204
5042.4096009	3.2373847
5043.5696838	2.1734948
5044.7297667	3.6704334
5045.8930971	0.7493092
5047.0539017	2.2119920
5048.2179539	1.4748536
5049.3791193	0.4942636
5050.5435322	3.4944162
5051.7054193	0.5695874
5052.8676673	0.7821945
5054.0328019	1.3442984
5055.1954106	2.5347217
5056.3612669	0.7535404
5057.5242365	3.0315470
5058.6904536	0.6625301
5059.8541449	1.3186226
5061.0181970	1.1504525
5062.1854966	1.8504554
5063.3499096	2.1759260
5064.5175700	1.5018555
5065.6827047	-0.2202779
5066.8507259	0.1914574
5068.0162214	2.1394178
5069.1824385	-0.7068385
5070.3511815	0.4179935
5071.5177594	1.6918866
5072.6872240	-1.6073976
5073.8541628	2.5848633
5075.0239883	1.0088503
5076.1916487	0.9078427
5077.3593092	1.9649492
5078.5302171	1.2075453
5079.6985993	0.7546634
5080.8698681	1.4769228
5082.0386110	3.2444367
5083.2106015	2.3744384
5084.3800661	1.5332772
5085.5495307	0.3782352
5086.7222429	0.6304516
5087.8924292	2.0627798
5089.0658630	1.2651836
5090.2364101	0.4329184
5091.4102047	1.5203432
5092.5814735	2.2543303
5093.7531032	-0.0293377
5094.9276195	1.3126204
5096.0999708	2.8837209
5097.2748479	-0.3472343
5098.4475601	0.2693689
5099.6235197	0.4011830
5100.7965927	0.7541614
5101.9700265	2.8856502
5103.1463470	0.3541562
5104.3205024	1.9740596
5105.4975446	1.6521907
5106.6720609	-0.9303227
5107.8494639	1.1376265
5109.0247019	0.8422119
5110.1999398	1.9123529
5111.3784253	-1.6184417
5112.5540241	1.2188304
5113.7332313	2.4627103
5114.9095518	0.6155732
5116.0891198	-0.6511665
5117.2661619	-1.7902253
5118.4460907	2.5860303
5119.6234937	-0.9378995
5120.8012576	-0.2224592
5121.9822689	1.1449638
5123.1603935	0.6834908
5124.3417657	1.3164817
5125.5206120	1.1322018
5126.7027059	0.6113119
5127.8819130	-0.3884799
5129.0614810	0.9650839
5130.2442965	-0.5994232
5131.4245862	0.4483653
5132.6077625	-2.3183520
5133.7887738	2.7744045
5134.9723110	-1.4331790
5136.1536832	-1.3910670
5137.3354162	2.9904833
5138.5200358	0.1158932
5139.7021297	1.0789615
5140.8874710	0.5372364
5142.0699257	-0.2898039
5143.2556279	2.6684187
5144.4388042	1.2354095
5145.6223414	1.6154056
5146.8091261	-0.1448858
5147.9930241	0.7917536
5149.1801696	0.7766270
5150.3647892	1.8501546
5151.5522956	1.2315906
5152.7372761	-0.7274656
5153.9229783	3.3659386
5155.1112063	3.4821939
5156.2972693	-0.5171257
5157.4862190	-0.2632732
5158.6726429	1.9312560
5159.8623142	0.9971885
5161.0494597	0.1355030
5162.2366052	1.1893637
5163.4269983	1.3003844
5164.6148655	-0.1954842
5165.8059802	-0.2342033
5166.9942082	1.1824381
5168.1856837	-0.7316630
5169.3746334	1.0107174
5170.5639439	1.2463924
5171.7561411	1.1384329
5172.9458125	-0.4353269
5174.1387313	-1.2856216
5175.3291244	0.4421129
5176.5224041	-0.3021242
5177.7135188	-0.1334944
5178.9046335	-0.0794808
5180.0986348	-0.8173721
5181.2904712	0.1549330
5182.4851942	-0.6161287
5183.6773914	0.3770718
5184.8728361	0.3317519
5186.0653942	-0.5333757
5187.2586739	-0.7668280
5188.4548403	0.9892033
5189.6484808	0.4786589
5190.8450080	-1.6390385
5192.0393702	-1.1734710
5193.2366191	-0.3334048
5194.4313421	0.7407010
5195.6260652	0.7596918
5196.8243966	0.4192015
5198.0198413	-0.4012562
5199.2185335	-0.7234257
5200.4143390	0.5903267
5201.6137529	1.1029363
5202.8102801	0.8599282
5204.0100549	0.0148741
5205.2073038	0.6152617
5206.4045526	2.2724416
5207.6054099	1.1529897
5208.8033804	0.7666678
5210.0045985	0.4129733
5211.2029299	-0.4182198
5212.4048696	-0.3701268
5213.6039226	-1.3929258
5214.8033365	-0.1592977
5216.0056371	-0.1268905
5217.2057727	-0.4113211
5218.4087949	-0.1771950
5219.6092913	0.6120932
5220.8126744	0.9619570
5222.0138924	0.8264148
5223.2151105	-0.4785457
5224.4195761	0.1287191
5225.6215158	-0.1292814
5226.8267030	-0.0836212
5228.0290036	0.4769884
5229.2345517	0.9699677
5230.4375739	-0.4200752
5231.6405961	-0.3158239
5232.8472267	0.0613013
5234.0509706	-0.0097360
5235.2579620	0.0885134
5236.4624276	-0.6020358
5237.6697799	1.3734017
5238.8746063	-0.0556053
5240.0797935	-0.9287080
5241.2882283	1.4087991
5242.4941372	0.1120727
5243.7029327	1.4769042
5244.9092025	0.2040116
5246.1187197	0.7058714
5247.3257112	1.3005762
5248.5327026	0.7722058
5249.7429415	0.7139449
5250.9506546	0.9960111
5252.1616152	-0.9440947
5253.3696891	0.0659683
5254.5813714	0.5701824
5255.7901669	-0.3594656
5256.9993234	1.4402144
5258.2113665	-0.4860877
5259.4208837	1.1846964
5260.6340093	-1.1786898
5261.8438874	-0.7470743
5263.0573738	-0.4920195
5264.2683344	0.4717577
5265.4792950	0.6468299
5266.6935031	0.3550999
5267.9051854	-0.3372751
5269.1197543	-0.3321119
5270.3317974	-0.7039563
5271.5474489	0.6147576
5272.7598528	0.3948554
5273.9729784	-0.5597889
5275.1889907	0.7469244
5276.4028379	0.8454589
5277.6195719	0.6075054
5278.8334192	0.4954848
5280.0508748	0.8332893
5281.2654437	-0.2037408
5282.4803735	0.7888578
5283.6985508	0.6931985
5284.9142022	-0.1447984
5286.1327403	-0.3958390
5287.3487526	0.8700785
5288.5680124	1.3934839
5289.7847463	0.2385433
5291.0014803	0.3591754
5292.2218226	1.3719283
5293.4392782	1.8974125
5294.6599813	0.7808488
5295.8777978	0.4086692
5297.0992226	1.2205631
5298.3177607	0.1755677
5299.5395463	-0.4891871
5300.7584453	0.2164002
5301.9780659	-1.3138526
5303.2005732	-0.5462101
5304.4205546	-1.0676923
5305.6437836	-2.2043327
5306.8644867	-1.8553784
5308.0880765	-0.1337606
5309.3091405	0.9295882
5310.5305653	-0.4133770
5311.7552376	-0.1678449
5312.9773840	1.0351646
5314.2024172	-0.1923676
5315.4249245	1.5983699
5316.6506793	3.0791393
5317.8735474	1.0302143
5319.0971372	-0.0875774
5320.3236137	-0.9518296
5321.5475643	1.1840435
5322.7747625	0.0394369
5323.9990740	0.1702085
5325.2269938	1.0509207
5326.4520269	0.8207151
5327.6774209	1.0483342
5328.9060624	1.2321139
5330.1318172	-1.2456437
5331.3608195	-1.1251605
5332.5872960	0.4781969
5333.8170200	0.3565905
5335.0442181	-0.6783206
5336.2714162	-0.5956787
5337.5018619	-0.1331632
5338.7297817	0.1346525
5339.9609490	-1.4808236
5341.1892297	0.7030812
5342.4211187	2.3492214
5343.6501210	0.3421933
5344.8794842	1.5702117
5346.1117340	0.2471694
5347.3418188	2.6818166
5348.5747903	-2.2564583
5349.8052360	-4.0370524
5351.0389291	0.1316088
5352.2700965	-0.9242362
5353.5012638	-1.7585072
5354.7356786	-1.8559431
5355.9675676	3.2233329
5357.2027041	1.0220320
5358.4349540	-1.7693451
5359.6708121	-1.2468693
5360.9037836	-1.1113032
5362.1371160	-0.2162933
5363.3733350	1.1574224
5364.6073890	1.7517554
5365.8443296	-0.8526038
5367.0787445	-0.8857318
5368.3164068	0.2473078
5369.5515433	1.3069023
5370.7866798	-0.4623958
5372.0250639	-1.1658262
5373.2609220	2.0989860
5374.5000277	2.1716242
5375.7362467	-3.2603941
5376.9760741	6.4741412
5378.2130148	-7.4760450
5379.4503163	1.8607871
5380.6908653	0.3775074
5381.9285276	-2.8767353
5383.1697983	-0.2037194
5384.4081823	-1.8904197
5385.6498139	1.7557377
5386.8885587	2.0371344
5388.1280252	-1.5584686
5389.3703784	1.9686402
5390.6102058	-0.5530968
5391.8532806	-1.1292454
5393.0934688	-0.2516010
5394.3372654	-0.4073634
5395.5781752	1.3464066
5396.8223326	-1.8985043
5398.0639641	-2.9224755
5399.3059565	1.9304690
5400.5508355	-0.3792847
5401.7931887	0.6361214
5403.0387894	-1.0412716
5404.2818643	-1.4721043
5405.5281867	-0.0256425
5406.7716224	-1.6302709
5408.0154189	-3.1771506
5409.2624629	4.3959674
5410.5069811	-1.6497249
5411.7543860	1.1016817
5412.9996259	0.3285713
5414.2477524	3.3040798
5415.4933531	-1.6369675
5416.7389538	-0.6725556
5417.9881629	-0.8422507
5419.2344853	2.2039436
5420.4844160	0.1981227
5421.7310992	0.6658398
5422.9813908	-0.4581316
5424.2291565	-1.4421364
5425.4769222	-1.7398969
5426.7279354	2.4431139
5427.9764228	3.6178887
5429.2281577	0.0247498
5430.4770059	-0.6329782
5431.7294625	1.0102948
5432.9786715	1.9175168
5434.2286022	-0.9279951
5435.4817805	0.6346442
5436.7320720	0.1557117
5437.9859719	-2.0999765
5439.2369851	0.2598167
5440.4912459	2.1189381
5441.7426199	1.5898042
5442.9947157	-1.6871050
5444.2496981	-1.3110222
5445.5021546	-4.1519604
5446.7578587	-1.1824457
5448.0110369	-0.9353545
5449.2674627	2.4097385
5450.5210017	0.3297551
5451.7749016	-0.1253147
5453.0320490	-0.5192677
5454.2863098	-0.9318601
5455.5441788	0.8377449
5456.7991612	1.0647741
5458.0573912	-0.8515003
5459.3130952	0.2369066
5460.5691601	-0.3693149
5461.8281117	-0.2875708
5463.0848983	-2.6551277
5464.3445715	-1.4114705
5465.6017190	-0.3295165
5466.8617530	-0.2229137
5468.1196221	0.7177329
5469.3774912	-2.8260510
5470.6386078	-2.5517876
5471.8971985	-0.4984914
5473.1590368	-0.2788971
5474.4179884	0.7276236
5475.6805483	0.4074721
5476.9402216	-1.5393268
5478.2002556	-0.7524514
5479.4635372	-0.4677532
5480.7239322	-2.1719086
5481.9879354	-1.4706428
5483.2490520	-0.3380041
5484.5134161	-1.1409690
5485.7748935	-1.1441313
5487.0370926	-0.1335413
5488.3021784	-1.4685459
5489.5650992	0.1444831
5490.8309066	-1.4315368
5492.0938274	0.7394914
5493.3603565	3.3914153
5494.6243597	0.1835344
5495.8912497	-1.5647258
5497.1556138	-2.1327288
5498.4203387	-0.9901496
5499.6879503	-2.0570088
5500.9533969	-0.9746077
5502.2217302	-0.3959171
5503.4875376	-0.5193103
5504.7565926	-2.6919823
5506.0231217	-0.6270740
5507.2896508	0.0651169
5508.5597883	-0.4254582
5509.8270390	-0.9552245
5511.0975373	-1.3517083
5512.3651489	-1.1266833
5513.6363689	-0.2168608
5514.9047022	-1.9515039
5516.1733963	-1.6971466
5517.4453379	-0.1281470
5518.7147537	-0.9363669
5519.9874170	0.7901612
5521.2571936	-2.2559500
5522.5305786	-1.3545023
5523.8010768	-2.6567316
5525.0715751	0.2088033
5526.3456818	-1.3916797
5527.6169017	-2.0226739
5528.8917300	-0.9279665
5530.1636716	-2.0563100
5531.4388608	-2.4917235
5532.7115241	1.6540693
5533.9841874	-0.0955851
5535.2604590	1.5609412
5536.5334831	0.0433087
5537.8104764	-1.3207713
5539.0842222	0.1715775
5540.3615764	-0.2820219
5541.6360438	-0.5588275
5542.9108721	0.0128184
5544.1893088	-0.9467559
5545.4644979	-0.1877540
5546.7432954	1.3509669
5548.0195670	0.4618771
5549.2987254	2.3607669
5550.5753578	-0.8525808
5551.8523511	-0.0137411
5553.1325920	0.3055198
5554.4099461	-0.8828001
5555.6909086	0.4503944
5556.9689844	-0.3872862
5558.2503077	0.2951146
5559.5291052	-3.5234662
5560.8079027	-0.4449531
5562.0903085	3.2452090
5563.3698277	-1.3179970
5564.6529551	-0.1489816
5565.9328351	-3.6629964
5567.2163235	1.2312515
5568.4972859	0.5303079
5569.7782484	-1.5853845
5571.0624584	-0.9728821
5572.3441426	0.0231781
5573.6290743	0.1736461
5574.9114801	-1.5292143
5576.1967726	-1.5486607
5577.4795392	-1.7025212
5578.7626667	-0.8479629
5580.0494026	-1.0411324
5581.3328909	-0.0139573
5582.6199876	0.4238261
5583.9041976	-0.2362529
5585.1920159	-1.0091065
5586.4765867	0.1995231
5587.7618792	-0.4776679
5589.0504193	-0.4159688
5590.3360726	1.6543977
5591.6253343	0.1927223
5592.9117093	-3.0981091
5594.2013318	-1.7244782
5595.4884285	0.7145795
5596.7787727	3.2368788
5598.0662302	0.5659463
5599.3540485	0.1757163
5600.6451144	0.7315499
5601.9336544	1.3208586
5603.2254419	-0.8233552
5604.5143427	0.7085819
5605.8068519	-1.2058113
5607.0964744	-1.4018346
5608.3864578	0.6157892
5609.6796887	-0.2224230
5610.9700328	-0.4907626
5612.2639854	1.0041138
5613.5550512	0.2807535
5614.8493646	-2.7003203
5616.1411521	-0.3819016
5617.4333005	4.7431190
5618.7286963	5.7778383
5620.0212055	3.7567015
5621.3169622	2.5904746
5622.6101931	1.1741062
5623.9070323	1.7024786
5625.2006240	-3.2548189
5626.4945765	0.3231701
5627.7921374	2.9834480
5629.0868116	0.0944976
5630.3847333	-1.8210132
5631.6801292	1.6435107
5632.9787725	0.9929760
5634.2745292	-1.1166434
5635.5706468	0.6351773
5636.8703727	1.2823819
5638.1672119	-1.5834548
5639.4672986	0.1565880
5640.7644986	-2.2784874
5642.0653070	0.9073480
5643.3632287	0.9221041
5644.6615113	0.1702612
5645.9630413	-0.8129748
5647.2620455	-1.8185952
5648.5642972	-0.1312075
5649.8636623	-0.0442184
5651.1666357	0.0186541
5652.4667224	-0.0839362
5653.7668091	0.1791387
5655.0708650	-0.6043511
5656.3716734	-1.0832087
5657.6760901	1.3729530
5658.9776202	-1.0271866
5660.2823977	0.3128029
5661.5846495	0.3200452
5662.8869012	-0.8882605
5664.1927613	0.3819028
5665.4960955	-0.7566292
5666.8023164	0.7758036
5668.1060114	-0.8618221
5669.4129540	0.4216602
5670.7173707	-0.2318091
5672.0217875	-0.8301200
5673.3298126	-0.0629578
5674.6349509	1.2275173
5675.9436977	-0.4765003
5677.2491969	0.6543629
5678.5583045	1.8860625
5679.8648862	-0.1231643
5681.1714680	-0.3126779
5682.4816581	-0.1174488
5683.7886006	0.5382136
5685.0995124	0.9921785
5686.4071766	0.2369848
5687.7184492	0.6332726
5689.0268351	-0.2021772
5690.3355819	-0.4202924
5691.6479370	1.4912768
5692.9574054	0.9472797
5694.2701213	1.1664518
5695.5799505	0.6546673
5696.8933881	-1.7442011
5698.2039390	1.2032245
5699.5180983	-6.2798541
5700.8290101	-1.2664212
5702.1406435	-1.6069313
5703.4555244	-3.2874521
5704.7675187	-0.6212019
5706.0831213	0.8365258
5707.3958372	1.2177715
5708.7118006	-0.3001298
5710.0252382	0.2653882
5711.3386758	1.0751417
5712.6557217	0.3710772
5713.9698810	0.7772922
5715.2876486	1.5306572
5716.6025295	1.3791590
5717.9206580	1.4053707
5719.2358997	1.6306880
5720.5518632	1.7842602
5721.8707133	-0.4788552
5723.1870376	1.3813151
5724.5069702	1.7710281
5725.8240161	0.3958422
5727.1443096	0.4058457
5728.4617163	-8.1321399
5729.7794839	3.7060312
5731.1008599	0.1891551
5732.4193492	-0.2313522
5733.7410859	1.3648053
5735.0602969	-0.2221391
5736.3827553	-0.2215422
5737.7023271	0.4486108
5739.0222597	0.5948912
5740.3458007	1.2677886
5741.6660941	-0.3937384
5742.9903568	0.4347045
5744.3113719	2.7908332
5745.6359953	-0.7217727
5746.9577321	1.9140170
5748.2798298	-0.3999878
5749.6055357	-1.8672453
5750.9279942	-2.3314047
5752.2544218	1.7073685
5753.5776019	0.9136765
5754.9043904	0.8296674
5756.2282922	0.1444392
5757.5525548	1.0383624
5758.8800650	-2.3802151
5760.2050493	-4.5660890
5761.5332811	1.8049518
5762.8586262	-0.9233501
5764.1875797	-0.8254757
5765.5136465	0.2580872
5766.8400741	1.0887869
5768.1697493	0.1524145
5769.4968986	-1.1261022
5770.8272954	-2.5154973
5772.1548055	-0.0381213
5773.4859240	1.5195131
5774.8141558	-0.8130578
5776.1423876	0.0853269
5777.4745886	0.0874820
5778.8035421	0.1607676
5780.1361039	-4.3806699
5781.4657790	-6.8227857
5782.7990625	1.5703326
5784.1294593	0.1362564
5785.4598562	0.3615702
5786.7942221	-0.0002259
5788.1253406	0.8339763
5789.4600675	0.3861254
5790.7919076	-0.3011833
5792.1273561	1.3857532
5793.4599179	1.5423186
5794.7924797	0.1496045
5796.1286499	2.5601578
5797.4622942	2.5487765
5798.7991861	-0.6773114
5800.1331912	2.1923868
5801.4704439	2.9634369
5802.8051707	3.9558795
5804.1431451	-4.6223832
5805.4785936	3.7495850
5806.8140421	0.9161158
5808.1530989	1.0150318
5809.4892691	-0.1498822
5810.8290476	1.0149568
5812.1655786	4.2556195
5813.5060788	0.2432696
